percent,パーセント
irene,シレーネ
syncretism,シンクレティズム
syntagmatic,シンタグマティック
simplicity,シンプリシティー
symbolist,シンボリスト
ymmetrel,シンメトレル
sheathe,シーズ
diazirine,ジアジリン
diaminophenol,ジアミノフェノール
giardia,ジアルジア
genic,ジェニック
generation,ジェネレーション
dicarboxylic,ジカルボン
dichloride,ジクロライド
dystonia,ジストニア
jitterbug,ジッターバグ
sich,ジヒ
dibromochloromethane,ジブロモクロロメタン
gyrocompass,ジャイロコンパス
jaggy,ジャギー
janitor,ジャニター
jabot,ジャボ
amaican,ジャマイカン
jambolana,ジャンボラナ
jujube,ジュジュブ
julienne,ジュリエンヌ
jewish,ジューイッシュ
jour,ジュール
giornata,ジョルナータ
girarrosto,ジラロースト
ginseng,ジンセン
ynthese,ジンテーゼ
genus,ジーナス
within,スイシン
swinger,スインガー
swing,スイング
scum,スカム
caramouche,スカラムーシュ
scarlet,スカーレット
schiava,スキアーバ
skidder,スキッダー
skippy,スキッピー
kimmia,スキミア
sucralose,スクラロース
scribble,スクリブル
scree,スクリー
scopolamine,スコポラミン
squawker,スコーカー
steinpilz,スタインピルス
statue,スタチュー
steamed,スチームド
status,ステ
stingray,スティングレー
stepping,ステッピング
steno,ステノ
stevioside,ステビオサイド
sterben,ステルベン
stereogram,ステレオグラム
studiolo,ストゥディオロ
striping,ストライピング
structural,ストラクチュアル
structem,ストラクテム
strangle,ストラングル
strambotto,ストランボット
strictly,ストリクトリー
treptocarpus,ストレプトカーパス
stoker,ストーカー
nider,スナイドル
snuff,スナッフ
snobbey,スノッバリー
spine,スパイン
pathiphyllum,スパティフィルム
panglish,スパングリッシュ
spinnaker,スピネーカー
spiritualist,スピリチュアリスト
sphingo,スフィンゴ
sphene,スフェーン
sprig,スプリッグ
springer,スプリンガー
splendido,スプレンディード
speciosa,スペキオサ
specification,スペシフィケーション
speckle,スペックル
spacy,スペーシー
spotted,スポッテッド
spontaneity,スポンタニエティー
spondeios,スポンディオス
sporting,スポーティング
spawning,スポーニング
spawn,スポーン
smear,スミア
slippage,スリッページ
slim,スリム
sulfone,スルフォン
sledding,スレッディング
securitization,セキュリタイゼーション
secretase,セクレターゼ
secretin,セクレチン
sette,セッテ
sediel,セディール
senega,セネガ
cefazolin,セファゾリン
sevoflurane,セボフルラン
thematic,セマティック
semio,セミオ
semen,セメン
celtuce,セルタス
celtect,セルテクト
ervantino,セルバンティーノ
cellulase,セルラーゼ
serruria,セルリア
cereus,セレウス
selectivity,セレクティビティー
serenata,セレナータ
oelogyne,セロジネ
selloum,セローム
sensitivity,センシティビティー
sensuous,センシャス
sentry,セントリー
sempre,センプレ
safety,セーフティー
zealot,ゼロット
sodomy,ソドミー
solder,ソルダー
salty,ソルティー
orbit,ソルビット
sorcery,ソーサリー
socialist,ソーシャリスト
sorting,ソーティング
swordtail,ソードテール
sogni,ソーニ
thaumatrope,ソーマトロープ
zoetrope,ゾーエトロープ
zoetrope,ゾートロープ
taiwanese,タイワニーズ
tatha,タター
topminnow,タップミノー
tabard,タバード
tachycardia,タヒカルディア
tabernaemontana,タベルナエモンタナ
tamarillo,タマリロ
agliolini,タリオリーニ
talcum,タルカム
towering,タワーリング
tangor,タンゴール
antal,タンタル
tambura,タンブーラ
afelmusik,ターフェルムジーク
turnhalle,ターンハレ
daunomycin,ダウノマイシン
ductile,ダクタイル
daguerreotype,ダゲレオタイプ
dozen,ダズン
daffy,ダッフィ
datura,ダツラ
danas,ダナス
dulse,ダルス
ardo,ダルド
dandelion,ダンデライオン
dumpty,ダンプティ
darning,ダーニング
dermato,ダーマト
dermascope,ダーモスコープ
thiabendazole,チアベンダゾール
thiuram,チウラム
thiocyanate,チオシアネート
chiquita,チキータ
cicli,チクリ
ither,チター
cicerone,チチェローネ
thifensulfuron,チフェンスルフロン
ciborium,チボリウム
thymidine,チミジン
chaika,チャイカ
chukka,チャッカー
chapan,チャパン
chummy,チャミー
chariot,チャリオット
chant,チャント
charging,チャージング
chewing,チューイング
uesday,チューズデイ
chousa,チョーサー
chiru,チルー
,チー
winger,ツビンガー
tear,ティア
tia,ティア
thistle,ティスル
titanomachy,ティタノマキア
tineke,ティネケ
tepee,ティピ
tifoso,ティフォーゾ
tilting,ティルティング
teakettle,ティーケトル
tegafur,テガフール
tektite,テクタイト
technological,テクノロジカル
tetany,テタニー
tetrahymena,テトラヒメナ
tenuto,テヌート
thebaine,テバイン
teprenone,テプレノン
temeraire,テメレーア
tilapia,テラピア
terraforming,テラフォーミング
erusys,テルシス
telegraphone,テレグラフォン
telescoop,テレスコープ
teleprinter,テレプリンター
telepresence,テレプレゼンス
telematique,テレマティーク
telos,テロス
tenderloin,テンダーロイン
taking,テーキング
tasting,テースティング
tael,テール
ionysia,ディオニュシア
dignity,ディグニティー
digestif,ディジェスチフ
disarmament,ディスアーマメント
discriminatoion,ディスクリミネーション
discommunication,ディスコミュニケーション
disinflation,ディスデフレ
ieffenbachia,ディフェンバキア
deflect,ディフレクト
dependent,ディペンデント
demotivation,ディモチベーション
dirigisme,ディリジスム
demarche,デイマーシュ
degauss,デガウス
declamation,デクラメーション
declaration,デクラレーション
decar,デコール
desafinado,デザフィナード
desert,デザート
digitizer,デジタイザー
descarga,デスカルガ
desmo,デズモ
determinant,デタミナント
detritus,デトリタス
denied,デナイド
enebola,デネボラ
denotation,デノテーション
departure,デパーチャー
debonair,デボネア
demiurgomorphism,デミウルゴモルフィズム
uroc,デュロック
durotep,デュロテップ
dune,デューン
derris,デリス
delegation,デレゲーション
density,デンシティー
dente,デンテ
tutte,トゥッテ
tutti,トゥッティ
rillium,トゥリリアム
tournedos,トゥールヌド
toaddstool,トウドゥストール
topical,トピカル
topologic,トポロジック
thomsonii,トムソニー
radescantia,トラデスカンティア
tramper,トランパー
triose,トリオース
triol,トリオール
trichloroethylene,トリクレン
tripping,トリッピング
trinita,トリニタ
triptan,トリプタン
trimipramine,トリミプラミン
trimethylamine,トリメチルアミン
trimethoprim,トリメトプリム
orte,トルテ
tres,トレス
tholos,トロス
tropism,トロピズム
troponin,トロポニン
thromboplastin,トロンボプラスチン
twirler,トワラー
tonkilometer,トンキロ
dueri,ドゥエリ
doodle,ドゥードゥル
doom,ドゥーム
doxycycline,ドキシサイクリン
dogmatism,ドグマティズム
dotty,ドッティー
oppelzimmer,ドッペルツィンメル
dorcus,ドルクス
dross,ドロス
dropper,ドロッパー
dolomite,ドロマイト
drole,ドロール
awsons,ドーソンズ
daughter,ドーター
dhobie,ドービー
nightie,ナイティー
atal,ナタル
nachtmusik,ナハトムジーク
naviglio,ナビグリオ
nafamostat,ナファモスタット
narratage,ナラタージュ
natyam,ナーティヤム
niaouli,ニアウリ
nizatidine,ニザチジン
nimby,ニムビイ
nimetazepam,ニメタゼパム
neuregulin,ニューレギュリン
neuroleptic,ニューロレプティクス
nunatak,ヌナタック
nous,ヌース
nekton,ネクトン
negligible,ネグリジブル
necking,ネッキング
neige,ネージュ
noesis,ノエシス
nocturnal,ノクターナル
nod,ノッド
norwegian,ノルウェジアン
notification,ノーティフィケーション
normalcy,ノーマルシー
hydration,ハイドレーション
hydroponics,ハイドロポニクス
highlife,ハイライフ
hyrax,ハイラックス
haole,ハオレ
khaghan,ハガン
hazneh,ハズネ
honeymooner,ハネムーナー
happened,ハプンド
arawi,ハラウィ
alysites,ハリシテス
haloxazolam,ハロキサゾラム
humpty,ハンプティ
hammerhead,ハンマーヘッド
hardener,ハードナー
halfway,ハーフウェー
viable,バイアブル
ayerische,バイエリッシェ
biomimetic,バイオミメティック
vise,バイス
biter,バイター
bilingualism,バイリンガリズム
bauera,バウエラ
bassinet,バシネット
busby,バズビー
backwardation,バックワーデーション
bat,バット
buffing,バッフィング
vanillin,バニリン
banon,バノン
abinski,バビンスキー
bayonet,バヨネット
varie,バリエ
varidase,バリダーゼ
valise,バリーズ
vulcanize,バルカナイズ
barchetta,バルケッタ
baruch,バルッフ
bankassurance,バンカシュランス
bang,バング
bandicoot,バンディクート
endemiaire,バンデミエール
bandage,バンデージ
vanning,バンニング
bamboche,バンボッシュ
versus,バーサス
virtual,バーチャル
verbal,バーバル
overfender,バーフェン
barbed,バーブド
vermilion,バーミリオン
burlesque,バーレスク
pion,パイオン
paideia,パイデイア
pashmina,パシュミナ
pageant,パジェント
pastel,パス
patterning,パターニング
assiflora,パッシフローラ
pasionaria,パッショナリア
patience,パティエンス
patis,パティス
patria,パトリア
performative,パフォーマティブ
pasmal,パマル
pamoate,パモ
paragon,パラゴン
paradisum,パラディズム
palliatif,パリアティーフ
palfium,パルフィウム
palmier,パルミエ
punctual,パンクチュアル
anjabi,パンジャビ
andekten,パンデクテン
purchase,パーチェス
paan,パーン
hyaluronidase,ヒアルロニダーゼ
hyalectan,ヒアレクタン
hydralazine,ヒドララジン
hypocretin,ヒポクレチン
ypochondrie,ヒポコンデリー
uhner,ヒューナー
fides,ヒーデス
bicalutamide,ビカルタミド
victim,ビクティム
bisacodyl,ビサコジル
visualizer,ビジュアライザー
visualization,ビジュアライゼーション
vitale,ビターレ
bissone,ビッソーネ
biniou,ビニウ
vipasyana,ビバシャナ
bib,ビブ
bulletin,ビュルタン
billion,ビリオン
billing,ビリング
vinka,ビンガ
vincula,ビンキュラ
iedersehen,ビーダーゼーン
eatnik,ビートニック
beeldende,ビールデンデ
pier,ピア
piaffe,ピアッフェ
picus,ピクス
pictograph,ピクトグラフ
picrotoxin,ピクロトキシン
pissaladiere,ピサラディエール
piscis,ピスキス
pistou,ピストー
pinnacle,ピナクル
piperine,ピペリン
pimiento,ピミエント
pimozide,ピモジド
pewter,ピューター
purisme,ピューリスム
pilaster,ピラスター
pyritihione,ピリチオン
pilling,ピリング
faience,ファイアンス
fiberglass,ファイバーグラス
fiberscope,ファイバースコープ
fives,ファイブズ
factoring,ファクタリング
phalanx,ファランクス
fungus,ファンガス
fungibility,ファンジビリティー
fantillusion,ファンティリュージョン
faber,ファーベル
physician,フィジシャン
